condition_id,seed,pct_predictive,mean_population_reward,mean_prop_zone_a,mean_prop_zone_b,mean_prop_stay_out,synchronization,gini_wealth,wealth_std,total_wealth_random,mean_reward_random,total_wealth_memory,mean_reward_memory,mean_reward_predictive,total_wealth_predictive
5,9,0.6,0.5502670021270074,0.48384,0.4238466666666667,0.09231333333333333,0.4953666666666667,0.05227367844969799,29.048748258911452,6039.461659289264,0.402630777285951,27497.476125630274,0.6110550250140061,0.5444790281570177,49003.112534131586
5,10,0.6,0.5503473527135132,0.48446666666666666,0.42318666666666666,0.09234666666666666,0.49450666666666665,0.0516374480997297,28.800418004019534,6046.316283958013,0.4030877522638675,27448.72765843459,0.6099717257429909,0.5450784329403823,49057.0589646344
5,11,0.6,0.5485641826627882,0.48478,0.42390666666666665,0.09131333333333333,0.4942733333333333,0.05236650497710382,28.872118607406982,6034.552768771376,0.4023035179180917,27409.693103859456,0.6091042911968768,0.5426709058531934,48840.38152678741
5,12,0.6,0.5509960378499202,0.48431333333333326,0.42352,0.09216666666666667,0.49294,0.05194275106282298,28.769209675547014,6091.964220442106,0.40613094802947375,27544.392142330893,0.6120976031629087,0.5445894368301661,49013.049314714954
5,13,0.6,0.5508772149072172,0.4832066666666667,0.42499333333333333,0.09179999999999999,0.4945666666666666,0.05172861009067242,28.762524195201426,6062.7045728034645,0.4041803048535643,27468.98228987264,0.6104218286638364,0.5455543930378505,49099.89537340654
5,14,0.6,0.5521082413240299,0.48400666666666664,0.42452666666666666,0.09146666666666667,0.4955866666666667,0.0514573780988139,28.80052822504184,6063.451190522546,0.40423007936816974,27505.27595664462,0.6112283545921027,0.5471945450159691,49247.50905143722
5,15,0.6,0.5483761125361071,0.48461333333333334,0.4223,0.09308666666666668,0.4923933333333333,0.05329869347019622,29.442433091715888,5984.619059027559,0.3989746039351706,27461.667107534373,0.6102592690563194,0.5423347857094902,48810.130713854116
5,16,0.6,0.5515091155278709,0.48542,0.42374,0.09084,0.49594000000000005,0.05055749851231428,28.250460779363053,6104.304574890915,0.406953638326061,27449.836418797775,0.6099963648621728,0.546358070394355,49172.226335491956
5,17,0.6,0.5472381995539252,0.4840933333333334,0.42316666666666664,0.09274,0.49524666666666667,0.05222130657114743,28.79339134653083,6006.346181221757,0.40042307874811717,27312.989077795828,0.6069553128399073,0.5418488297119024,48766.39467407121
5,18,0.6,0.5498323806921975,0.48426666666666673,0.4247133333333334,0.09102,0.4932066666666667,0.05166808473524864,28.612147908506333,6070.349615031625,0.4046899743354417,27444.08202647174,0.6098684894771498,0.5440047273591803,48960.425462326224
